x,y,theta,t
18.9771,16.8143,0.404967,310
18.667,16.6813,0.445925,311
18.3681,16.5385,0.486301,312
18.0819,16.3872,0.525949,313
17.8097,16.2292,0.564726,314
17.5526,16.0663,0.602491,315
17.3114,15.9005,0.63911,316
17.0867,15.7336,0.674454,317
16.8791,15.5676,0.708403,318
16.6886,15.4045,0.740847,319
16.5154,15.2461,0.771684,320
16.3592,15.0942,0.800827,321
16.2198,14.9504,0.828204,322
16.0965,14.8161,0.853756,323
15.9887,14.6926,0.877442,324
15.8958,14.5809,0.899242,325
15.8169,14.4817,0.919154,326
15.7511,14.3954,0.9372,327
15.6973,14.3223,0.953425,328
15.6546,14.2622,0.967901,329
15.6218,14.2147,0.980728,330
15.5979,14.179,0.991775,331
15.5815,14.154,1.00114,332
15.5714,14.1383,1.0092,333
15.5661,14.1301,1.01646,334
15.5643,14.1272,1.02335,335
