x,y,theta,t
38.3954,30.8649,-0.534413,222
38.5793,30.7556,-0.534416,223
38.7632,30.6462,-0.534419,224
38.9472,30.5369,-0.534421,225
39.1311,30.4275,-0.534424,226
39.3151,30.3182,-0.534427,227
39.499,30.2089,-0.53443,228
39.683,30.0995,-0.534432,229
39.8669,29.9902,-0.534435,230
40.0509,29.8808,-0.534437,231
40.2348,29.7715,-0.534439,232
40.4187,29.6621,-0.53444,233
40.6027,29.5528,-0.534441,234
40.7866,29.4435,-0.534442,235
40.9706,29.3341,-0.534442,236
41.1545,29.2248,-0.534441,237
41.3385,29.1154,-0.53444,238
41.5224,29.0061,-0.534438,239
41.7064,28.8967,-0.534434,240
41.8903,28.7874,-0.53443,241
42.0742,28.6781,-0.534424,242
42.2582,28.5687,-0.534416,243
42.4421,28.4594,-0.534407,244
42.6261,28.3501,-0.534396,245
42.81,28.2407,-0.534384,246
42.994,28.1314,-0.534369,247
43.1779,28.0221,-0.534352,248
43.3619,27.9127,-0.534332,249
43.5458,27.8034,-0.534311,250
43.7298,27.6941,-0.534286,251
43.9138,27.5848,-0.534259,252
44.0977,27.4755,-0.534229,253
44.2817,27.3662,-0.534197,254
44.4657,27.2569,-0.534162,255
44.6496,27.1476,-0.534124,256
44.8336,27.0383,-0.534084,257
45.0176,26.929,-0.534042,258
45.2016,26.8197,-0.533998,259
45.3856,26.7105,-0.533953,260
45.5696,26.6012,-0.533906,261
45.7536,26.492,-0.53386,262
45.9376,26.3827,-0.533815,263
46.1216,26.2735,-0.533771,264
46.3056,26.1643,-0.533729,265
46.4896,26.0551,-0.533692,266
46.6736,25.9459,-0.533661,267
46.8577,25.8367,-0.533636,268
47.0417,25.7275,-0.533621,269
47.2257,25.6183,-0.533617,270
47.4098,25.5091,-0.533626,271
47.5938,25.3999,-0.533652,272
47.7778,25.2907,-0.533696,273
47.9619,25.1815,-0.533762,274
48.1459,25.0723,-0.533854,275
48.3299,24.9631,-0.533974,276
48.5139,24.8538,-0.534126,277
48.6979,24.7445,-0.534314,278
48.8818,24.6352,-0.534541,279
49.0657,24.5258,-0.534812,280
49.2496,24.4164,-0.53513,281
49.4335,24.3069,-0.5355,282
49.6173,24.1974,-0.535924,283
49.8011,24.0878,-0.536406,284
49.9849,23.9781,-0.536949,285
50.1685,23.8683,-0.537556,286
50.3521,23.7584,-0.538228,287
50.5357,23.6483,-0.538967,288
50.7191,23.5382,-0.539772,289
50.9025,23.4278,-0.540642,290
51.0857,23.3174,-0.541575,291
51.2689,23.2067,-0.542566,292
51.452,23.0959,-0.543609,293
51.6349,22.9849,-0.544697,294
51.8177,22.8736,-0.545817,295
52.0004,22.7622,-0.546956,296
52.183,22.6506,-0.548098,297
52.3654,22.5388,-0.549223,298
52.5477,22.4267,-0.550307,299
52.7299,22.3145,-0.551321,300
52.912,22.202,-0.552233,301
53.094,22.0894,-0.553007,302
53.2759,21.9767,-0.5536,303
53.4577,21.8639,-0.553966,304
53.6395,21.751,-0.554051,305
53.8213,21.638,-0.553798,306
54.0031,21.5252,-0.553144,307
54.185,21.4124,-0.552019,308
54.367,21.2999,-0.550348,309
54.5492,21.1876,-0.548052,310
54.7316,21.0758,-0.545046,311
54.9144,20.9645,-0.54124,312
55.0976,20.8539,-0.536543,313
55.2813,20.7442,-0.53086,314
55.4654,20.6356,-0.524096,315
55.6502,20.5284,-0.516158,316
55.8355,20.4227,-0.506955,317
56.0215,20.3189,-0.496404,318
56.2081,20.2174,-0.484431,319
56.3953,20.1184,-0.470971,320
56.5831,20.0223,-0.455979,321
56.7714,19.9294,-0.439427,322
56.9602,19.8401,-0.421312,323
57.1494,19.7548,-0.40166,324
57.3387,19.6739,-0.380529,325
57.5281,19.5976,-0.358016,326
57.7173,19.5263,-0.334263,327
57.906,19.4602,-0.309456,328
58.094,19.3995,-0.283833,329
58.2808,19.3444,-0.257684,330
58.4662,19.295,-0.23135,331
58.6497,19.2512,-0.205221,332
58.831,19.2128,-0.179361,333
59.0094,19.1799,-0.153793,334
59.1847,19.1521,-0.12854,335
59.3565,19.1292,-0.10363,336
59.5242,19.1111,-0.079097,337
59.6875,19.0976,-0.0549775,338
59.8461,19.0882,-0.0313076,339
59.9995,19.0827,-0.0081242,340
60.1474,19.0808,0.0145355,341
60.2894,19.0822,0.0366342,342
60.4252,19.0865,0.0581343,343
60.5545,19.0933,0.0789983,344
60.677,19.1023,0.0991889,345
60.7924,19.1131,0.118669,346
60.9005,19.1252,0.137401,347
61.0011,19.1384,0.15535,348
61.094,19.1522,0.17248,349
61.179,19.1663,0.188755,350
61.2559,19.1802,0.204118,351
61.3246,19.1937,0.21825,352
61.385,19.2063,0.230959,353
61.4369,19.2178,0.242179,354
61.4804,19.2278,0.251956,355
61.5154,19.236,0.260433,356
61.5417,19.2422,0.267835,357
61.5594,19.2463,0.27445,358
61.5684,19.2481,0.280609,359
61.5688,19.2474,0.286682,360
61.5605,19.2442,0.293039,361
61.5435,19.2383,0.300041,362
61.518,19.2296,0.308025,363
61.484,19.218,0.317281,364
61.4417,19.2033,0.328026,365
61.3912,19.1853,0.340389,366
61.3328,19.1638,0.354374,367
61.2667,19.1385,0.36985,368
61.1932,19.1092,0.386524,369
61.1127,19.0756,0.404233,370
61.0255,19.0375,0.422943,371
60.9319,18.9945,0.442615,372
60.8325,18.9466,0.463208,373
60.7277,18.8934,0.484682,374
60.618,18.8347,0.506992,375
60.5038,18.7704,0.530094,376
60.3857,18.7003,0.553943,377
60.2642,18.6243,0.578491,378
60.14,18.5422,0.603691,379
60.0135,18.4541,0.629492,380
59.8854,18.3598,0.655846,381
59.7562,18.2595,0.682702,382
59.6266,18.1531,0.710008,383
59.497,18.0408,0.737714,384
59.3682,17.9227,0.765767,385
59.2406,17.799,0.794115,386
59.1148,17.6699,0.822707,387
58.9914,17.5358,0.85149,388
58.8707,17.3969,0.880412,389
58.7533,17.2537,0.909422,390
58.6395,17.1064,0.938467,391
58.5299,16.9556,0.967497,392
58.4247,16.8017,0.996462,393
58.3242,16.6452,1.02531,394
58.2287,16.4866,1.054,395
58.1384,16.3264,1.08247,396
58.0535,16.1652,1.11068,397
57.9741,16.0036,1.13858,398
57.9003,15.842,1.16614,399
57.832,15.6812,1.1933,400
57.7693,15.5215,1.22002,401
57.7122,15.3636,1.24626,402
57.6604,15.2081,1.27198,403
57.6139,15.0553,1.29714,404
57.5725,14.9059,1.32171,405
57.536,14.7602,1.34566,406
57.5041,14.6188,1.36894,407
57.4767,14.4821,1.39154,408
57.4533,14.3504,1.41342,409
57.4337,14.2241,1.43456,410
57.4176,14.1035,1.45493,411
57.4047,13.9888,1.47452,412
57.3947,13.8804,1.49331,413
57.3872,13.7784,1.51129,414
57.3819,13.683,1.52844,415
57.3785,13.5942,1.54476,416
57.3767,13.5122,1.56025,417
57.3763,13.437,1.5749,418
57.377,13.3684,1.58873,419
57.3784,13.3066,1.60173,420
57.3805,13.2514,1.61393,421
57.3829,13.2026,1.62527,422
57.3855,13.16,1.63569,423
57.3882,13.1234,1.64518,424
57.3908,13.0925,1.65379,425
57.3933,13.067,1.6616,426
57.3954,13.0465,1.66872,427
57.3973,13.0305,1.67528,428
57.3988,13.0185,1.68141,429
57.4001,13.0101,1.68722,430
57.401,13.0047,1.69282,431
57.4016,13.0015,1.69831,432
57.4021,13,1.70375,433
