x,y,theta,t
49.3918,37.0029,-0.149864,213
49.6225,36.9683,-0.149612,214
49.854,36.9335,-0.149359,215
50.0862,36.8988,-0.149103,216
50.3193,36.8639,-0.148847,217
50.5531,36.829,-0.148588,218
50.7878,36.7941,-0.148329,219
51.0233,36.7591,-0.148068,220
51.2596,36.724,-0.147806,221
51.4967,36.6889,-0.147543,222
51.7348,36.6537,-0.147279,223
51.9736,36.6184,-0.147014,224
52.2134,36.5831,-0.146748,225
52.454,36.5477,-0.14648,226
52.6955,36.5122,-0.146212,227
52.9379,36.4767,-0.145941,228
53.1812,36.4411,-0.145668,229
53.4254,36.4054,-0.145392,230
53.6705,36.3697,-0.145113,231
53.9165,36.334,-0.14483,232
54.1635,36.2981,-0.144542,233
54.4113,36.2622,-0.144248,234
54.6601,36.2262,-0.143946,235
54.9098,36.1902,-0.143636,236
55.1604,36.1542,-0.143316,237
55.412,36.118,-0.142984,238
55.6644,36.0818,-0.142638,239
55.9179,36.0456,-0.142276,240
56.1722,36.0094,-0.141896,241
56.4275,35.9731,-0.141496,242
56.6837,35.9367,-0.141072,243
56.9409,35.9004,-0.140622,244
57.199,35.864,-0.140143,245
57.458,35.8277,-0.139631,246
57.718,35.7913,-0.139085,247
57.9789,35.755,-0.1385,248
58.2407,35.7186,-0.137873,249
58.5034,35.6824,-0.137202,250
58.767,35.6461,-0.136482,251
59.0316,35.61,-0.135712,252
59.2971,35.5739,-0.13489,253
59.5634,35.5379,-0.134012,254
59.8307,35.5021,-0.133078,255
60.0988,35.4663,-0.132087,256
60.3679,35.4308,-0.13104,257
60.6378,35.3954,-0.129938,258
60.9085,35.3602,-0.128783,259
61.1801,35.3252,-0.12758,260
61.4526,35.2904,-0.126336,261
61.7258,35.2558,-0.125058,262
61.9999,35.2216,-0.123756,263
62.2748,35.1875,-0.122444,264
62.5505,35.1538,-0.121139,265
62.827,35.1203,-0.119858,266
63.1042,35.0871,-0.118626,267
63.3821,35.0541,-0.117469,268
63.6607,35.0214,-0.116419,269
63.94,34.9889,-0.11551,270
64.22,34.9566,-0.114785,271
64.5006,34.9245,-0.114287,272
64.7819,34.8923,-0.114068,273
65.0637,34.8602,-0.114184,274
65.346,34.828,-0.114697,275
65.6288,34.7956,-0.115674,276
65.9121,34.7629,-0.117187,277
66.1958,34.7297,-0.119314,278
66.4799,34.6958,-0.122136,279
66.7643,34.661,-0.125741,280
67.0489,34.6252,-0.130217,281
67.3337,34.5881,-0.135656,282
67.6187,34.5494,-0.142151,283
67.9036,34.5088,-0.149794,284
68.1885,34.4659,-0.158676,285
68.4733,34.4206,-0.168882,286
68.7577,34.3722,-0.18049,287
69.0417,34.3206,-0.193571,288
69.3251,34.2652,-0.20818,289
69.6078,34.2057,-0.224356,290
69.8895,34.1416,-0.242117,291
70.17,34.0725,-0.261452,292
70.4491,33.9979,-0.282322,293
70.7265,33.9177,-0.304639,294
71.0019,33.8312,-0.328274,295
71.275,33.7384,-0.353056,296
71.5456,33.6389,-0.37877,297
71.8132,33.5325,-0.405157,298
72.0776,33.4193,-0.431914,299
72.3386,33.2992,-0.458718,300
72.5958,33.1723,-0.485564,301
72.849,33.0389,-0.512449,302
73.0981,32.8989,-0.539372,303
73.3427,32.7527,-0.566328,304
73.5827,32.6002,-0.593314,305
73.8179,32.4418,-0.620327,306
74.0479,32.2777,-0.647361,307
74.2727,32.1079,-0.674413,308
74.492,31.9328,-0.701479,309
74.7056,31.7525,-0.728552,310
74.9134,31.5673,-0.755629,311
75.1151,31.3774,-0.782704,312
75.3106,31.1831,-0.809771,313
75.4998,30.9847,-0.836824,314
75.6824,30.7824,-0.863857,315
75.8585,30.5765,-0.890864,316
76.0277,30.3673,-0.917838,317
76.1902,30.1551,-0.944773,318
76.3457,29.9402,-0.97166,319
76.4941,29.723,-0.998493,320
76.6355,29.5037,-1.02526,321
76.7698,29.2827,-1.05197,322
76.8969,29.0603,-1.0786,323
77.0168,28.8369,-1.10515,324
77.1296,28.6127,-1.13161,325
77.2351,28.3882,-1.15797,326
77.3336,28.1636,-1.18423,327
77.425,27.9393,-1.21036,328
77.5093,27.7157,-1.23636,329
77.5868,27.4931,-1.26223,330
77.6574,27.2719,-1.28796,331
77.7213,27.0523,-1.31352,332
77.7786,26.8347,-1.33892,333
77.8294,26.6195,-1.36414,334
77.8741,26.4069,-1.38917,335
77.9126,26.1973,-1.41401,336
77.9453,25.991,-1.43864,337
77.9723,25.7883,-1.46304,338
77.9938,25.5894,-1.48722,339
78.0102,25.3947,-1.51115,340
78.0216,25.2045,-1.53483,341
78.0283,25.0189,-1.55825,342
78.0305,24.8383,-1.58139,343
78.0287,24.6629,-1.60424,344
78.023,24.4928,-1.6268,345
78.0138,24.3284,-1.64904,346
78.0014,24.1698,-1.67097,347
77.9861,24.0172,-1.69256,348
77.9682,23.8708,-1.7138,349
77.948,23.7307,-1.73469,350
77.9259,23.5971,-1.75522,351
77.9022,23.4702,-1.77536,352
77.8772,23.3499,-1.79512,353
77.8513,23.2365,-1.81447,354
77.8248,23.13,-1.83342,355
77.798,23.0304,-1.85194,356
77.7713,22.938,-1.87003,357
77.7449,22.8527,-1.88768,358
77.7193,22.7745,-1.90487,359
77.6946,22.7035,-1.9216,360
77.6712,22.6397,-1.93786,361
77.6494,22.5831,-1.95363,362
77.6294,22.5337,-1.96875,363
77.6116,22.4915,-1.98306,364
77.5985,22.4564,-1.9921,365
77.5881,22.4284,-2.00045,366
77.5807,22.4075,-2.00827,367
77.5763,22.3936,-2.0157,368
77.5752,22.3868,-2.02295,369
77.5775,22.3869,-2.03025,370
77.5832,22.3942,-2.0378,371
77.5925,22.4084,-2.04584,372
77.6056,22.4296,-2.05456,373
77.6225,22.4576,-2.06412,374
77.6433,22.4923,-2.07466,375
77.6681,22.5335,-2.08621,376
77.6972,22.581,-2.09877,377
77.7306,22.6346,-2.11221,378
77.7684,22.694,-2.12633,379
77.8108,22.7588,-2.14108,380
77.8579,22.8289,-2.15641,381
77.9097,22.9038,-2.17229,382
77.9663,22.9832,-2.1887,383
78.0278,23.0667,-2.20561,384
78.0942,23.154,-2.22297,385
78.1655,23.2446,-2.24077,386
78.2417,23.3381,-2.25895,387
78.3227,23.4342,-2.27749,388
78.4086,23.5323,-2.29637,389
78.4993,23.6322,-2.31553,390
78.5945,23.7332,-2.33495,391
78.6942,23.8351,-2.35461,392
78.7983,23.9374,-2.37445,393
78.9065,24.0397,-2.39446,394
79.0186,24.1417,-2.4146,395
79.1343,24.2428,-2.43484,396
79.2535,24.3428,-2.45515,397
79.3758,24.4414,-2.4755,398
79.5009,24.5381,-2.49586,399
79.6285,24.6328,-2.5162,400
79.7582,24.725,-2.53649,401
79.8897,24.8146,-2.5567,402
80.0226,24.9012,-2.57681,403
80.1565,24.9848,-2.59678,404
80.291,25.0651,-2.6166,405
80.4257,25.142,-2.63624,406
80.5602,25.2154,-2.65568,407
80.694,25.2851,-2.67488,408
80.8269,25.351,-2.69384,409
80.9582,25.4132,-2.71251,410
81.0878,25.4716,-2.7309,411
81.2151,25.5263,-2.74897,412
81.3399,25.5772,-2.76671,413
81.4616,25.6244,-2.78409,414
81.5801,25.668,-2.80111,415
81.6949,25.708,-2.81774,416
81.8057,25.7446,-2.83398,417
81.9123,25.778,-2.8498,418
82.0144,25.8081,-2.8652,419
82.1117,25.8353,-2.88017,420
82.2042,25.8596,-2.89469,421
82.2914,25.8812,-2.90877,422
82.3735,25.9003,-2.92239,423
82.4501,25.917,-2.93555,424
82.5212,25.9316,-2.94826,425
82.5869,25.9442,-2.9605,426
82.647,25.955,-2.97229,427
82.7016,25.9641,-2.98362,428
82.7508,25.9717,-2.99452,429
82.7947,25.9781,-3.00498,430
82.8334,25.9833,-3.01498,431
82.867,25.9874,-3.0245,432
82.896,25.9908,-3.03353,433
82.9204,25.9933,-3.04211,434
82.9406,25.9953,-3.05029,435
82.9571,25.9968,-3.05813,436
82.9701,25.9979,-3.0657,437
82.9801,25.9986,-3.07307,438
82.9877,25.9992,-3.0803,439
82.9932,25.9995,-3.08743,440
82.9971,25.9998,-3.09452,441
83,26,-3.10159,442
