x,y,theta,v,phi,a,omega,jerk
16.5,50,-1.8314,1,0,0,0,10
16.5121,49.9576,-1.78798,1.01595,0.00168103,0.357169,5,10
16.5256,49.9143,-1.74533,1.04427,0.177659,0.713784,2.34804,10
16.5404,49.8698,-1.70024,1.08478,0.26,1.06986,8.39541e-09,10
16.5566,49.8236,-1.65422,1.13736,0.26,1.4254,1.20404e-09,10
16.5744,49.7754,-1.60881,1.20196,0.26,1.78043,1.33873e-09,10
16.5939,49.7248,-1.56401,1.27855,0.26,2.13495,1.40225e-09,10
16.6153,49.6715,-1.51979,1.36706,0.26,2.489,1.40621e-09,10
16.6389,49.6151,-1.47615,1.46746,0.26,2.84258,1.36312e-09,10
16.6649,49.5554,-1.43307,1.5797,0.26,3.19572,1.28469e-09,10
16.6936,49.4921,-1.39056,1.70374,0.26,3.54843,1.18085e-09,10
16.7254,49.4249,-1.34862,1.83955,0.26,3.90074,1.05934e-09,10
16.7608,49.3535,-1.30725,1.98708,0.26,4.25266,9.25707e-10,10
16.8,49.2778,-1.26645,2.14631,0.26,4.60422,7.83463e-10,10
16.8437,49.1976,-1.22622,2.3172,0.26,4.95544,6.34333e-10,10
16.8922,49.1127,-1.18658,2.49972,0.26,5.30635,4.78437e-10,10
16.9461,49.023,-1.14751,2.69384,0.26,5.65696,3.14393e-10,10
17.006,48.9284,-1.10902,2.89954,0.26,6.00731,1.39283e-10,-1.10858
17.0724,48.829,-1.0711,3.11679,0.26,5.96849,-1.42689e-10,-10
17.1458,48.7247,-1.03374,3.33196,0.26,5.61816,-4.93069e-10,-10
17.2266,48.6159,-0.996975,3.53413,0.26,5.26763,-8.44226e-10,-10
17.3149,48.5035,-0.960886,3.72329,0.26,4.91694,-1.21727e-09,-10
17.4107,48.3881,-0.925528,3.89941,0.26,4.56611,-1.63382e-09,-10
17.5139,48.2704,-0.890947,4.06249,0.26,4.21517,-2.11879e-09,-10
17.6245,48.1513,-0.857171,4.21252,0.26,3.86414,-2.70367e-09,-10
17.7421,48.0313,-0.82422,4.34949,0.26,3.51305,-3.43083e-09,-10
