x,y,theta,v,phi,a,omega,jerk
16.5,50,-1.8314,1,0,0,0,10
16.5121,49.9576,-1.78795,1.01587,0.00154903,0.357132,5,10
16.5255,49.9144,-1.74526,1.04412,0.177394,0.713713,2.3594,10
16.5402,49.8699,-1.70014,1.08455,0.26,1.06975,1.34199e-11,10
16.5564,49.8237,-1.65408,1.13705,0.26,1.42527,1.55416e-11,10
16.5742,49.7755,-1.60864,1.20158,0.26,1.78027,1.72838e-11,10
16.5936,49.7249,-1.56381,1.27808,0.26,2.13477,1.81069e-11,10
16.615,49.6716,-1.51955,1.36652,0.26,2.4888,1.81619e-11,10
16.6386,49.6153,-1.47587,1.46683,0.26,2.84236,1.76073e-11,10
16.6645,49.5557,-1.43276,1.579,0.26,3.19549,1.6596e-11,10
16.6932,49.4924,-1.39021,1.70296,0.26,3.54818,1.5258e-11,10
16.725,49.4252,-1.34824,1.83868,0.26,3.90048,1.36907e-11,10
16.7603,49.3539,-1.30683,1.98614,0.26,4.25239,1.19652e-11,10
16.7995,49.2782,-1.266,2.14528,0.26,4.60395,1.01306e-11,10
16.8431,49.1981,-1.22574,2.31609,0.26,4.95517,8.20597e-12,10
16.8916,49.1132,-1.18607,2.49853,0.26,5.30607,6.19563e-12,10
16.9455,49.0236,-1.14697,2.69257,0.26,5.65669,4.08062e-12,10
17.0054,48.9292,-1.10845,2.89819,0.26,6.00704,1.82428e-12,-0.990611
17.0717,48.8298,-1.0705,3.11537,0.26,5.97235,-1.79982e-12,-10
17.1451,48.7256,-1.03311,3.33061,0.26,5.62203,-6.31979e-12,-10
17.2259,48.6169,-0.996321,3.53285,0.26,5.27151,-1.08472e-11,-10
17.3142,48.5046,-0.960205,3.72208,0.26,4.92084,-1.56546e-11,-10
17.41,48.3893,-0.924822,3.89828,0.26,4.57002,-2.10189e-11,-10
17.5133,48.2717,-0.890214,4.06143,0.26,4.2191,-2.72624e-11,-10
17.6238,48.1527,-0.856413,4.21154,0.26,3.86809,-3.47867e-11,-10
17.7415,48.0328,-0.823438,4.34858,0.26,3.51703,-4.41383e-11,-10
17.8661,47.9126,-0.791296,4.47255,0.26,3.16593,-5.60841e-11,-10
17.9972,47.7927,-0.759986,4.58346,0.26,2.81483,-7.17506e-11,-10
18.1346,47.6736,-0.729497,4.68129,0.26,2.46376,-9.28482e-11,-10
18.2779,47.5558,-0.699814,4.76604,0.26,2.11274,-1.22073e-10,-10
18.4266,47.4398,-0.670913,4.83771,0.26,1.76181,-1.63844e-10,-10
18.5803,47.326,-0.642767,4.89631,0.26,1.41098,-2.25748e-10,-10
18.7386,47.2147,-0.615343,4.94183,0.26,1.06028,-3.21524e-10,-10
18.901,47.1063,-0.588608,4.97429,0.26,0.70975,-4.77756e-10,-10
19.0669,47.0011,-0.562525,4.99367,0.26,0.35941,-7.50369e-10,-10
19.2359,46.8993,-0.537056,5,0.26,0.00928921,-1.26756e-09,-0.265041
19.4074,46.8013,-0.512163,5,0.26,9.87081e-06,-2.3892e-09,-0.000281635
19.5811,46.7069,-0.487777,5,0.26,1.0489e-08,-5.3858e-09,-2.99268e-07
19.7568,46.6164,-0.463801,5,0.26,1.13024e-11,-1.69732e-08,-3.18524e-10
19.9344,46.5295,-0.440141,5,0.26,1.50537e-13,-1.12794e-06,2.22788e-13
20.1139,46.4464,-0.416703,5,0.26,1.58337e-13,-4.46577,-3.28378e-12
20.295,46.367,-0.393393,5,0.103647,4.33683e-14,-2.51154,-1.24313e-12
20.4778,46.2914,-0.384299,5,0.0157149,-1.54937e-16,-0.672823,-1.75963e-13
20.6611,46.2173,-0.382933,5,-0.00784159,-6.31557e-15,0.0297251,5.33076e-13
20.8446,46.1433,-0.383623,5,-0.00680087,1.23479e-14,0.123341,-1.05775e-13
21.028,46.0693,-0.384218,5,-0.00248253,8.64466e-15,0.0630415,-8.57393e-14
21.2114,45.9951,-0.384435,5,-0.000275355,5.64284e-15,0.0150206,7.57518e-14
21.3947,45.9209,-0.384459,5,0.000250538,8.29499e-15,-0.00177381,-3.09933e-13
21.5781,45.8468,-0.384437,5,0.000188435,-2.55608e-15,-0.00336371,1.69414e-13
21.7615,45.7726,-0.384421,5,7.06668e-05,3.37529e-15,-0.00156607,-1.13874e-13
21.9448,45.6984,-0.384415,5,1.58365e-05,-6.11544e-16,-0.000325474,-1.41094e-13
22.1282,45.6242,-0.384413,5,4.4412e-06,-5.55137e-15,7.02582e-05,1.77446e-13
22.3115,45.5501,-0.384413,5,6.90104e-06,6.6119e-16,9.03734e-05,-9.20194e-14
22.4949,45.4759,-0.384412,5,1.00651e-05,-2.5605e-15,3.84729e-05,-2.92758e-14
22.6782,45.4017,-0.384411,5,1.14121e-05,-3.58547e-15,6.72351e-06,-1.56906e-14
22.8616,45.3275,-0.38441,5,1.16475e-05,-4.13482e-15,-2.51611e-06,4.6504e-13
23.045,45.2534,-0.384409,5,1.15594e-05,1.21467e-14,-2.50635e-06,-2.45859e-14
23.2283,45.1792,-0.384408,5,1.14717e-05,1.12859e-14,-5.92163e-07,-3.53444e-13
23.4117,45.105,-0.384407,5,1.1451e-05,-1.08849e-15,1.74492e-06,-2.04217e-13
23.595,45.0308,-0.384406,5,1.1512e-05,-8.23832e-15,4.40858e-06,-1.07344e-13
23.7784,44.9567,-0.384405,5,1.16664e-05,-1.19966e-14,3.22695e-06,5.62067e-13
23.9618,44.8825,-0.384404,5,1.17794e-05,7.68197e-15,-1.62873e-05,-2.33828e-13
24.1451,44.8083,-0.384403,5,1.12091e-05,-5.04572e-16,-7.62341e-05,-8.06804e-14
24.3285,44.7341,-0.384402,5,8.54007e-06,-3.32927e-15,-0.00016082,4.68937e-14
24.5118,44.66,-0.384401,5,2.90953e-06,-1.68748e-15,-7.6238e-05,3.59988e-13
24.6952,44.5858,-0.384401,5,2.40329e-07,1.09161e-14,-1.63103e-05,-6.62529e-13
24.8786,44.5116,-0.384401,5,-3.30716e-07,-1.22797e-14,3.16416e-06,1.7101e-13
25.0619,44.4374,-0.384401,5,-2.19935e-07,-6.29249e-15,4.33276e-06,2.08274e-13
25.2453,44.3633,-0.384401,5,-6.82387e-08,9.99368e-16,1.87738e-06,-2.53599e-13
25.4286,44.2891,-0.384401,5,-2.50905e-09,-7.87938e-15,3.42392e-07,-1.20213e-13
25.612,44.2149,-0.384401,5,9.47858e-09,-1.20881e-14,-1.10476e-07,1.6214e-14
25.7954,44.1407,-0.384401,5,5.61065e-09,-1.15205e-14,-1.15162e-07,1.33582e-13
25.9787,44.0666,-0.384401,5,1.57868e-09,-6.84363e-15,-4.57059e-08,3.94915e-13
26.1621,43.9924,-0.384401,5,-2.15536e-11,6.98273e-15,-6.79793e-09,-4.97197e-13
26.3454,43.9182,-0.384401,5,-2.59559e-10,-1.04246e-14,3.53308e-09,4.94115e-13
26.5288,43.844,-0.384401,5,-1.3586e-10,6.87483e-15,3.02109e-09,1.25835e-13
26.7121,43.7699,-0.384401,5,-3.00878e-11,1.12804e-14,1.09662e-09,-2.31993e-13
26.8955,43.6957,-0.384401,5,8.30636e-12,3.15814e-15,1.20678e-10,-9.47005e-14
27.0789,43.6215,-0.384401,5,1.25315e-11,-1.57418e-16,-1.09439e-10,3.22052e-13
27.2622,43.5474,-0.384401,5,8.69985e-12,1.11179e-14,-8.06187e-11,-4.58786e-13
27.4456,43.4732,-0.384401,5,5.87728e-12,-4.94462e-15,-2.81657e-11,1.65706e-13
27.6289,43.399,-0.384401,5,4.89116e-12,8.569e-16,-3.89354e-12,-4.77887e-14
27.8123,43.3248,-0.384401,5,4.75484e-12,-8.1623e-16,1.13452e-12,3.68906e-13
27.9957,43.2507,-0.384401,5,4.79457e-12,1.20995e-14,3.14262e-14,-5.75374e-13
28.179,43.1765,-0.384401,5,4.79567e-12,-8.04489e-15,-1.32329e-12,-3.66925e-14
28.3624,43.1023,-0.384401,5,4.74934e-12,-9.32953e-15,-1.88107e-12,-9.93447e-16
