x,y,theta,v,phi,a,omega,jerk
25.0866,11.3506,1.57567,1,0,0,0,0.288229
25.0862,11.4331,1.57542,1.00001,-7.02368e-05,0.0237889,-0.0996589,0.278494
25.0858,11.5155,1.57518,1.00198,-0.00834995,0.0467744,-0.0846879,0.268916
25.0855,11.5982,1.57461,1.00584,-0.0153859,0.0689693,-0.0709,0.259565
25.0851,11.6811,1.57377,1.01154,-0.0212763,0.0903924,-0.058253,0.250486
25.0849,11.7646,1.5727,1.019,-0.026116,0.111066,-0.0467039,0.241706
25.0847,11.8486,1.57144,1.02816,-0.0299961,0.131015,-0.0362092,0.233232
25.0847,11.9334,1.57001,1.03898,-0.0330044,0.150265,-0.0267253,0.22506
25.0848,12.0191,1.56846,1.05138,-0.0352248,0.168841,-0.0182081,0.217178
25.085,12.1058,1.56682,1.06531,-0.0367375,0.186765,-0.0106133,0.209567
25.0853,12.1937,1.5651,1.08071,-0.0376193,0.204062,-0.00389619,0.202203
25.0858,12.2828,1.56333,1.09755,-0.037943,0.220751,0.00198819,0.195062
25.0865,12.3733,1.56153,1.11576,-0.0377778,0.23685,0.00708519,0.188119
25.0874,12.4653,1.55973,1.1353,-0.0371891,0.252377,0.0114405,0.18135
25.0884,12.559,1.55793,1.15612,-0.0362387,0.267344,0.0151,0.174731
25.0896,12.6543,1.55615,1.17817,-0.0349841,0.281766,0.0181099,0.168242
25.091,12.7515,1.55442,1.20142,-0.0334796,0.295651,0.0205167,0.161865
25.0927,12.8505,1.55273,1.22581,-0.031775,0.309011,0.0223666,0.155585
25.0945,12.9516,1.5511,1.2513,-0.0299168,0.321852,0.023706,0.149389
25.0965,13.0548,1.54954,1.27784,-0.0279473,0.334182,0.0245808,0.143265
25.0988,13.1602,1.54806,1.30541,-0.0259051,0.346006,0.0250367,0.137208
25.1012,13.2678,1.54666,1.33395,-0.023825,0.357331,0.0251184,0.131209
25.1039,13.3778,1.54534,1.36343,-0.0217382,0.36816,0.0248699,0.125265
25.1067,13.4902,1.54412,1.39379,-0.019672,0.378499,0.024334,0.119374
25.1098,13.6051,1.543,1.42502,-0.0176503,0.388351,0.0235523,0.113533
25.1131,13.7226,1.54197,1.45705,-0.0156936,0.397722,0.0225645,0.107742
25.1165,13.8427,1.54104,1.48985,-0.0138189,0.406614,0.0214086,0.102001
25.1202,13.9655,1.5402,1.52339,-0.0120403,0.415033,0.0201206,0.0963106
25.124,14.0911,1.53946,1.55763,-0.0103686,0.422982,0.0187342,0.090672
25.1281,14.2195,1.5388,1.59252,-0.00881219,0.430465,0.0172805,0.085086
25.1323,14.3508,1.53824,1.62802,-0.00737652,0.437488,0.0157882,0.0795538
25.1366,14.485,1.53776,1.66411,-0.00606482,0.444054,0.0142834,0.0740765
