x,y,theta,v,phi,a,omega,jerk
13.4619,15.4476,0.75946,1,0,0,0,2.28968
13.5243,15.5068,0.761648,1.00021,0.000581384,0.197095,0.83946,1.98168
13.5865,15.5662,0.763845,1.01737,0.073281,0.367678,0.677303,1.68267
13.6497,15.6268,0.7692,1.0492,0.131937,0.512521,0.511392,1.40038
13.7145,15.6895,0.777289,1.09348,0.176225,0.633066,0.340573,1.14029
13.7816,15.7555,0.78771,1.14811,0.20572,0.731222,0.164833,0.905551
13.8512,15.8255,0.799997,1.21117,0.219995,0.809171,5.58932e-05,0.697031
13.9238,15.9003,0.813554,1.28092,0.22,0.869171,3.23512e-08,0.513595
13.9995,15.9803,0.827702,1.35581,0.22,0.913381,-8.75811e-09,0.353989
14.0784,16.0662,0.842479,1.43449,0.22,0.943853,-5.80599e-08,0.216844
14.1605,16.1583,0.857915,1.51577,0.22,0.962519,-1.19048e-07,0.100686
14.2457,16.257,0.874027,1.59865,0.22,0.971186,-1.96004e-07,0.00393487
14.334,16.3624,0.890822,1.68226,0.22,0.971524,-2.96831e-07,-0.0750863
14.4249,16.475,0.908302,1.76588,0.22,0.965061,-4.35871e-07,-0.138149
14.5184,16.5947,0.926459,1.84894,0.219999,0.953169,-6.40324e-07,-0.187113
14.6139,16.7219,0.945281,1.93097,0.219999,0.937062,-8.63307e-07,-0.223923
14.7111,16.8566,0.964753,2.0116,0.219999,0.917787,-1.13236e-06,-0.250455
14.8097,16.9988,0.984865,2.09057,0.219999,0.896228,-1.51904e-06,-0.268444
14.9091,17.1486,1.00561,2.16767,0.219999,0.873121,-1.04744e-05,-0.279477
15.0089,17.3061,1.02699,2.24279,0.219998,0.849063,-0.0297563,-0.284988
15.1088,17.4712,1.04898,2.31583,0.217421,0.824532,-0.0887195,-0.286313
15.208,17.6439,1.07131,2.38676,0.209738,0.799886,-0.134146,-0.284683
15.3064,17.8242,1.09341,2.45556,0.19812,0.775381,-0.167204,-0.28115
15.4034,18.0118,1.11479,2.52226,0.18364,0.751179,-0.189266,-0.27655
15.4989,18.2066,1.13505,2.58688,0.167249,0.727374,-0.201801,-0.271506
15.5928,18.4083,1.1539,2.64944,0.149773,0.704003,-0.206293,-0.266445
15.6851,18.6167,1.17112,2.71,0.131907,0.681067,-0.204179,-0.261631
15.7758,18.8315,1.18657,2.76858,0.114225,0.658546,-0.196813,-0.257203
15.865,19.0523,1.2002,2.82523,0.0971802,0.636406,-0.18544,-0.253203
15.9531,19.2788,1.21199,2.87997,0.0811205,0.614611,-0.17118,-0.249617
16.04,19.5108,1.22199,2.93284,0.0662959,0.593124,-0.155018,-0.246392
16.1262,19.7479,1.23029,2.98386,0.0528709,0.571914,-0.137806,-0.243456
16.2119,19.9898,1.23701,3.03305,0.0409365,0.550958,-0.120259,-0.240738
16.2974,20.2363,1.24227,3.08044,0.0305218,0.530235,-0.102965,-0.238169
16.3829,20.4872,1.24624,3.12605,0.0216048,0.509734,-0.0863864,-0.235691
16.4686,20.742,1.24908,3.1699,0.0141235,0.489445,-0.0708744,-0.23326
16.5548,21.0007,1.25094,3.212,0.00798555,0.469366,-0.0566757,-0.230841
16.6417,21.263,1.25198,3.25237,0.00307728,0.449496,-0.0439465,-0.228413
16.7294,21.5287,1.25236,3.29104,-0.000728612,0.429834,-0.0327647,-0.225963
16.818,21.7976,1.25221,3.32801,-0.00356612,0.410383,-0.0231428,-0.223483
16.9076,22.0694,1.25166,3.36331,-0.00557035,0.391146,-0.0150405,-0.220972
16.9984,22.3442,1.25082,3.39696,-0.0068729,0.372125,-0.00837725,-0.218433
17.0903,22.6215,1.24979,3.42897,-0.0075984,0.353322,-0.00304256,-0.215869
17.1833,22.9015,1.24865,3.45936,-0.00786189,0.33474,0.00109346,-0.213284
17.2775,23.1837,1.24746,3.48815,-0.00776719,0.316381,0.00417181,-0.210684
17.3729,23.4682,1.24628,3.51537,-0.0074059,0.298245,0.00633733,-0.208073
17.4693,23.7549,1.24516,3.54102,-0.00685707,0.280334,0.00773288,-0.205455
17.5667,24.0435,1.24411,3.56513,-0.00618738,0.262649,0.00849485,-0.202833
17.6651,24.3339,1.24316,3.58772,-0.00545171,0.245189,0.00874986,-0.200211
17.7644,24.6261,1.24231,3.60881,-0.00469394,0.227955,0.00861249,-0.197591
17.8645,24.92,1.24159,3.62842,-0.00394808,0.210946,0.00818401,-0.194975
17.9654,25.2153,1.24097,3.64656,-0.00323932,0.194163,0.00755185,-0.192364
18.067,25.5121,1.24046,3.66327,-0.00258531,0.177604,0.00678968,-0.189759
18.1692,25.8102,1.24006,3.67854,-0.00199731,0.16127,0.00595799,-0.187161
18.2719,26.1095,1.23975,3.69241,-0.00148133,0.145159,0.00510503,-0.184572
18.3751,26.4099,1.23952,3.7049,-0.00103922,0.129271,0.00426794,-0.18199
18.4788,26.7113,1.23935,3.71602,-0.000669603,0.113606,0.00347409,-0.179417
18.5828,27.0135,1.23925,3.72579,-0.000368737,0.0981616,0.00274244,-0.176852
18.6871,27.3166,1.23919,3.73423,-0.000131234,0.0829382,0.00208486,-0.174297
18.7917,27.6203,1.23917,3.74136,4.93207e-05,0.0679348,0.00150744,-0.17175
18.8964,27.9246,1.23918,3.7472,0.000179869,0.0531507,0.00101173,-0.169211
19.0014,28.2294,1.23921,3.75177,0.000267488,0.0385851,0.000595743,-0.166682
19.1064,28.5346,1.23926,3.75509,0.000319081,0.0242372,0.000254977,-0.16416
19.2115,28.84,1.23931,3.75717,0.000341162,0.0101063,-1.68134e-05,-0.161648
19.3167,29.1456,1.23937,3.75804,0.000339706,-0.00380825,-0.000226924,-0.159143
19.4219,29.4513,1.23942,3.75771,0.000320054,-0.0175072,-0.000383156,-0.156647
19.527,29.757,1.23948,3.75621,0.000286872,-0.0309913,-0.000493382,-0.154158
19.6321,30.0625,1.23952,3.75354,0.000244143,-0.0442612,-0.000565226,-0.151678
19.7371,30.3678,1.23956,3.74973,0.000195193,-0.0573176,-0.000605823,-0.149206
19.842,30.6729,1.23959,3.7448,0.000142727,-0.0701612,-0.00062167,-0.146741
19.9467,30.9775,1.23962,3.73876,8.8889e-05,-0.0827926,-0.000618533,-0.144284
20.0513,31.2816,1.23963,3.73164,3.53224e-05,-0.0952125,-0.000601408,-0.141835
20.1556,31.5852,1.23964,3.72344,-1.67612e-05,-0.107422,-0.000574521,-0.139393
20.2598,31.8881,1.23963,3.7142,-6.65163e-05,-0.11942,-0.000541362,-0.136959
20.3636,32.1902,1.23962,3.70393,-0.0001134,-0.13121,-0.000504734,-0.134533
20.4672,32.4916,1.23961,3.69264,-0.000157111,-0.14279,-0.000466816,-0.132115
20.5705,32.7919,1.23958,3.68035,-0.000197539,-0.154163,-0.000429239,-0.129704
20.6734,33.0913,1.23955,3.66709,-0.000234712,-0.165328,-0.000393161,-0.127302
