x,y,theta,v,phi,a,omega,jerk
16.5,50,-1.8314,1,0,0,0,10
16.4989,49.9576,-1.80254,1.00867,0.00294248,0.388526,1.83848,10
16.4989,49.9146,-1.774,1.03217,0.0760431,0.776723,1.40704,10
16.4997,49.8705,-1.74439,1.07043,0.131989,1.1646,0.960787,10
16.5015,49.8248,-1.71397,1.12339,0.170192,1.55216,0.494039,10
16.5042,49.7768,-1.68297,1.19103,0.189835,1.93941,0.00413587,10
16.5079,49.726,-1.65172,1.27329,0.19,2.32637,1.05154e-07,10
16.5128,49.672,-1.62062,1.37017,0.19,2.71305,9.13958e-08,10
16.519,49.6142,-1.58964,1.48164,0.19,3.09945,8.86379e-08,9.99999
16.5268,49.552,-1.55876,1.60769,0.19,3.48558,8.37844e-08,9.77744
16.5364,49.4849,-1.52796,1.74829,0.19,3.86291,7.73759e-08,7.93303
16.5481,49.4125,-1.49722,1.9031,0.19,4.16906,6.87573e-08,6.1811
16.5623,49.3343,-1.46652,2.06937,0.19,4.4076,5.9219e-08,4.52389
16.5795,49.2499,-1.43588,2.24449,0.19,4.58218,4.95297e-08,2.96349
16.5999,49.1592,-1.40528,2.426,0.19,4.69655,4.00934e-08,1.50186
16.6242,49.0619,-1.37474,2.61158,0.19,4.75451,3.10788e-08,0.140861
16.6526,48.9582,-1.34429,2.79905,0.19,4.75994,2.25112e-08,-1.11777
16.6856,48.848,-1.31396,2.98638,0.19,4.71681,1.43328e-08,-2.27241
16.7236,48.7317,-1.28376,3.17169,0.19,4.62911,6.43836e-09,-3.32154
16.767,48.6095,-1.25373,3.35328,0.19,4.50093,-1.30449e-09,-4.26377
16.8161,48.4817,-1.22391,3.52958,0.19,4.33638,-9.04509e-09,-5.09781
16.8711,48.3489,-1.19433,3.69918,0.19,4.13965,-1.69465e-08,-5.82249
16.9323,48.2113,-1.16502,3.86085,0.19,3.91495,-2.51862e-08,-6.43672
16.9997,48.0697,-1.13603,4.0135,0.19,3.66655,-3.39602e-08,-6.93955
17.0736,47.9244,-1.10737,4.15622,0.19,3.39874,-4.34893e-08,-7.33007
17.1539,47.7762,-1.07908,4.28826,0.19,3.11586,-5.40279e-08,-7.60752
17.2406,47.6256,-1.05119,4.40904,0.19,2.82227,-6.58763e-08,-7.77118
17.3337,47.4732,-1.02373,4.51814,0.19,2.52237,-7.93955e-08,-7.82045
17.4329,47.3196,-0.996713,4.61532,0.19,2.22057,-9.5029e-08,-7.75476
17.5382,47.1653,-0.970167,4.70051,0.19,1.9213,-1.1333e-07,-7.57365
17.6492,47.0109,-0.944107,4.77379,0.19,1.62902,-1.35e-07,-7.2767
17.7658,46.857,-0.918546,4.83544,0.19,1.3482,-1.60945e-07,-6.86357
17.8875,46.704,-0.893495,4.8859,0.19,1.08333,-1.92349e-07,-6.33395
18.0141,46.5523,-0.86896,4.92578,0.19,0.838891,-2.30791e-07,-5.68759
18.1453,46.4024,-0.844945,4.95586,0.19,0.619399,-2.78417e-07,-4.92428
18.2807,46.2546,-0.821448,4.9771,0.19,0.429363,-3.38194e-07,-4.04387
18.4199,46.1093,-0.798463,4.99064,0.19,0.273304,-4.14335e-07,-3.04622
18.5627,45.9666,-0.775982,4.99778,0.19,0.155745,-5.12968e-07,-1.93124
18.7087,45.8267,-0.753989,5,0.19,0.0812157,-6.42498e-07,-1.00708
18.8578,45.6898,-0.732465,5,0.19,0.042351,-8.17396e-07,-0.525157
19.0096,45.556,-0.711382,5,0.19,0.0220844,-1.06354e-06,-0.273851
19.1641,45.4252,-0.690702,5,0.19,0.011516,-1.32004e-05,-0.142802
19.3212,45.2975,-0.670392,5,0.189999,0.00600508,-0.0687696,-0.0744653
19.4808,45.1728,-0.650415,5,0.187265,0.00313135,-0.15946,-0.0388301
19.6427,45.0511,-0.631012,5,0.180924,0.00163283,-0.229468,-0.0202479
19.8068,44.9325,-0.612507,5,0.1718,0.000851433,-0.281152,-0.0105582
19.973,44.8167,-0.595145,5,0.160621,0.000443975,-0.316706,-0.00550554
20.1411,44.7037,-0.579098,5,0.148029,0.000231508,-0.338089,-0.00287083
20.3109,44.5932,-0.564477,5,0.134586,0.000120718,-0.346982,-0.00149698
20.4822,44.4851,-0.551339,5,0.120789,6.29472e-05,-0.345701,-0.000780586
20.6549,44.3791,-0.539685,5,0.107044,3.28232e-05,-0.33647,-0.000407029
20.8287,44.2751,-0.529476,5,0.0936651,1.71153e-05,-0.321218,-0.000212241
21.0035,44.1727,-0.520648,5,0.080893,8.92458e-06,-0.301596,-0.00011067
21.1792,44.0719,-0.513116,5,0.0689011,4.65364e-06,-0.278998,-5.77075e-05
21.3556,43.9722,-0.506784,5,0.0578077,2.42661e-06,-0.254589,-3.00907e-05
21.5326,43.8737,-0.501549,5,0.0476848,1.26537e-06,-0.229326,-1.56903e-05
21.7101,43.776,-0.497301,5,0.0385665,6.59854e-07,-0.203981,-8.18146e-06
21.8879,43.679,-0.493933,5,0.0304559,3.44119e-07,-0.179167,-4.26612e-06
22.0661,43.5827,-0.491339,5,0.0233319,1.79482e-07,-0.155354,-2.22454e-06
22.2445,43.4867,-0.489417,5,0.0171548,9.36341e-08,-0.132889,-1.15999e-06
22.4231,43.3911,-0.488071,5,0.0118709,4.88682e-08,-0.112017,-6.04897e-07
22.6018,43.2957,-0.487211,5,0.00741698,2.55243e-08,-0.0928928,-3.15444e-07
22.7806,43.2004,-0.486757,5,0.00372342,1.33508e-08,-0.0755987,-1.64505e-07
22.9594,43.1053,-0.486632,5,0.000717496,7.0023e-09,-0.0601567,-8.57935e-08
23.1383,43.0101,-0.486772,5,-0.00167443,3.6914e-09,-0.0465411,-4.47477e-08
23.3171,42.9149,-0.487117,5,-0.00352497,1.96452e-09,-0.0346886,-2.33453e-08
23.4959,42.8197,-0.487617,5,-0.00490424,1.06359e-09,-0.0245078,-1.21888e-08
23.6746,42.7244,-0.488226,5,-0.00587871,5.93202e-10,-0.0158874,-6.37709e-09
23.8533,42.6289,-0.488908,5,-0.00651042,3.47101e-10,-0.00870261,-3.35383e-09
24.0319,42.5334,-0.489631,5,-0.00685645,2.17671e-10,-0.00282106,-1.78542e-09
24.2105,42.4377,-0.49037,5,-0.00696862,1.48769e-10,0.00189242,-9.75372e-10
24.389,42.342,-0.491103,5,-0.00689338,1.11128e-10,0.00557212,-5.59985e-10
24.5674,42.246,-0.491816,5,-0.00667182,8.95173e-11,0.00834849,-3.4917e-10
24.7458,42.15,-0.492495,5,-0.00633987,7.60423e-11,0.0103458,-2.43573e-10
24.9241,42.0539,-0.493132,5,-0.00592851,6.66424e-11,0.0116806,-1.91321e-10
25.1024,41.9576,-0.49372,5,-0.00546407,5.9259e-11,0.0124606,-1.65357e-10
25.2806,41.8613,-0.494256,5,-0.00496861,5.28776e-11,0.0127839,-1.51558e-10
25.4587,41.7648,-0.494738,5,-0.00446031,4.70288e-11,0.0127387,-1.42837e-10
25.6368,41.6683,-0.495166,5,-0.0039538,4.15165e-11,0.0124034,-1.35637e-10
25.8149,41.5717,-0.495542,5,-0.00346062,3.62821e-11,0.0118468,-1.28383e-10
25.9929,41.475,-0.495867,5,-0.00298957,3.13276e-11,0.0111284,-1.20271e-10
26.1709,41.3783,-0.496145,5,-0.00254709,2.66861e-11,0.0102991,-1.11508e-10
26.3489,41.2815,-0.496378,5,-0.00213758,2.23829e-11,0.00940171,-1.02149e-10
26.5268,41.1847,-0.496572,5,-0.00176376,1.84407e-11,0.00847156,-9.21865e-11
26.7047,41.0879,-0.496729,5,-0.00142691,1.48831e-11,0.00753741,-8.22314e-11
26.8827,40.991,-0.496853,5,-0.00112721,1.17097e-11,0.00662208,-7.2264e-11
27.0606,40.8941,-0.496949,5,-0.00086391,8.92091e-12,0.00574314,-6.26377e-11
27.2385,40.7972,-0.497021,5,-0.000635554,6.50363e-12,0.00491363,-5.35419e-11
27.4164,40.7003,-0.49707,5,-0.00044018,4.43737e-12,0.00414266,-4.49371e-11
27.5942,40.6034,-0.497102,5,-0.000275462,2.70317e-12,0.00343609,-3.71767e-11
27.7721,40.5065,-0.497119,5,-0.000138837,1.26847e-12,0.00279702,-3.01313e-11
27.95,40.4095,-0.497124,5,-2.76235e-05,1.05657e-13,0.00222631,-2.37956e-11
28.1279,40.3126,-0.497119,5,6.08978e-05,-8.12653e-13,0.00172302,-1.82823e-11
28.3058,40.2157,-0.497106,5,0.000129408,-1.51819e-12,0.00128485,-1.33786e-11
28.4837,40.1188,-0.497088,5,0.000180495,-2.0345e-12,0.000908431,-9.33234e-12
28.6616,40.0218,-0.497065,5,0.000216616,-2.39464e-12,0.000589653,-5.82181e-12
28.8394,39.9249,-0.49704,5,0.000240062,-2.61932e-12,0.000323917,-2.97402e-12
29.0173,39.828,-0.497014,5,0.000252941,-2.73409e-12,0.000106337,-6.61479e-13
29.1952,39.7311,-0.496986,5,0.000257169,-2.75962e-12,-6.80771e-05,1.20809e-12
29.3731,39.6342,-0.496959,5,0.000254462,-2.71299e-12,-0.000204283,2.65719e-12
29.551,39.5373,-0.496933,5,0.00024634,-2.61045e-12,-0.000307098,3.66341e-12
29.7289,39.4404,-0.496908,5,0.000234129,-2.46907e-12,-0.000381111,4.33534e-12
29.9068,39.3435,-0.496884,5,0.000218975,-2.30177e-12,-0.000430628,4.89046e-12
30.0847,39.2466,-0.496863,5,0.000201853,-2.11303e-12,-0.000459626,5.19459e-12
30.2626,39.1497,-0.496843,5,0.000183577,-1.91257e-12,-0.000471729,5.1999e-12
30.4405,39.0528,-0.496825,5,0.000164821,-1.7119e-12,-0.000470199,5.1354e-12
30.6185,38.9559,-0.496809,5,0.000146125,-1.51371e-12,-0.000457933,5.02788e-12
30.7964,38.8591,-0.496795,5,0.000127917,-1.31968e-12,-0.000437472,4.76179e-12
30.9743,38.7622,-0.496783,5,0.000110522,-1.13591e-12,-0.000411019,4.42102e-12
31.1522,38.6653,-0.496773,5,9.41795e-05,-9.653e-13,-0.000380452,4.1709e-12
31.3301,38.5684,-0.496764,5,7.90522e-05,-8.04339e-13,-0.000347354,3.69578e-12
31.508,38.4716,-0.496757,5,6.52408e-05,-6.61713e-13,-0.000313035,3.39778e-12
31.6859,38.3747,-0.496751,5,5.27941e-05,-5.30587e-13,-0.000278558,2.98359e-12
31.8639,38.2778,-0.496747,5,4.17182e-05,-4.15446e-13,-0.000244766,2.62913e-12
32.0418,38.181,-0.496743,5,3.19859e-05,-3.13984e-13,-0.000212311,2.23452e-12
32.2197,38.0841,-0.496741,5,2.35441e-05,-2.2775e-13,-0.000181675,1.92076e-12
32.3976,37.9872,-0.496739,5,1.63204e-05,-1.53625e-13,-0.000153197,1.58406e-12
32.5755,37.8904,-0.496738,5,1.02291e-05,-9.2494e-14,-0.000127094,1.33806e-12
32.7534,37.7935,-0.496737,5,5.17567e-06,-4.08562e-14,-0.00010348,1.07415e-12
32.9314,37.6966,-0.496737,5,1.06114e-06,5.9704e-16,-8.23895e-05,8.95945e-13
33.1093,37.5998,-0.496737,5,-2.2148e-06,3.51729e-14,-6.37881e-05,6.59847e-13
33.2872,37.5029,-0.496737,5,-4.75111e-06,6.06375e-14,-4.75908e-05,4.24955e-13
33.4651,37.406,-0.496738,5,-6.64339e-06,7.70371e-14,-3.36741e-05,2.54345e-13
33.643,37.3092,-0.496739,5,-7.98233e-06,8.68527e-14,-2.18864e-05,2.27374e-13
33.821,37.2123,-0.49674,5,-8.85256e-06,9.56274e-14,-1.20582e-05,1.46521e-13
33.9989,37.1154,-0.496741,5,-9.33202e-06,1.01282e-13,-4.00928e-06,2.56652e-14
34.1768,37.0186,-0.496742,5,-9.49143e-06,1.02272e-13,2.44451e-06,-6.91043e-14
34.3547,36.9217,-0.496743,5,-9.39423e-06,9.96055e-14,7.48621e-06,-1.33408e-13
34.5326,36.8248,-0.496744,5,-9.09657e-06,9.44571e-14,1.12936e-05,-1.56977e-13
34.7105,36.728,-0.496745,5,-8.64752e-06,8.83991e-14,1.40363e-05,-9.91907e-14
34.8885,36.6311,-0.496746,5,-8.08942e-06,8.45712e-14,1.58731e-05,-1.94035e-13
35.0664,36.5342,-0.496746,5,-7.45828e-06,7.70831e-14,1.69512e-05,-2.25216e-13
35.2443,36.4374,-0.496747,5,-6.78427e-06,6.83916e-14,1.74042e-05,-1.57407e-13
35.4222,36.3405,-0.496748,5,-6.09225e-06,6.2317e-14,1.73529e-05,-2.3871e-13
35.6001,36.2436,-0.496748,5,-5.40228e-06,5.31049e-14,1.69042e-05,-2.19292e-13
35.778,36.1468,-0.496749,5,-4.73014e-06,4.46421e-14,1.6152e-05,-1.2628e-13
35.956,36.0499,-0.496749,5,-4.08791e-06,3.97687e-14,1.51779e-05,-1.72868e-13
36.1339,35.953,-0.49675,5,-3.48441e-06,3.30975e-14,1.40512e-05,-1.41517e-13
36.3118,35.8562,-0.49675,5,-2.92571e-06,2.76361e-14,1.28306e-05,-4.729e-14
36.4897,35.7593,-0.49675,5,-2.41555e-06,2.58111e-14,1.15643e-05,-1.32559e-13
36.6676,35.6624,-0.496751,5,-1.95574e-06,2.06955e-14,1.02918e-05,-1.55968e-13
36.8456,35.5656,-0.496751,5,-1.54652e-06,1.46764e-14,9.04435e-06,-1.49055e-13
37.0235,35.4687,-0.496751,5,-1.1869e-06,8.92416e-15,7.84595e-06,-1.31621e-13
37.2014,35.3718,-0.496751,5,-8.74933e-07,3.8447e-15,6.71452e-06,-8.72368e-14
37.3793,35.2749,-0.496751,5,-6.07953e-07,4.78095e-16,5.66262e-06,-4.36739e-14
37.5572,35.1781,-0.496751,5,-3.82799e-07,-1.20735e-15,4.69828e-06,4.57573e-14
37.7351,35.0812,-0.496751,5,-1.95988e-07,5.58498e-16,3.82582e-06,-1.0615e-14
37.9131,34.9843,-0.496751,5,-4.38674e-08,1.48848e-16,3.04646e-06,-2.99045e-14
38.091,34.8875,-0.496751,5,7.72645e-08,-1.00521e-15,2.35899e-06,-4.49763e-14
38.2689,34.7906,-0.496751,5,1.71062e-07,-2.74092e-15,1.7603e-06,-3.76549e-14
38.4468,34.6937,-0.496751,5,2.41054e-07,-4.19408e-15,1.24583e-06,-1.11899e-14
38.6247,34.5969,-0.496751,5,2.9059e-07,-4.62592e-15,8.10004e-07,2.03921e-14
38.8026,34.5,-0.496751,5,3.22797e-07,-3.83895e-15,4.46568e-07,2.25427e-14
38.9806,34.4031,-0.496751,5,3.40553e-07,-2.969e-15,1.48874e-07,1.63367e-14
39.1585,34.3063,-0.496751,5,3.46472e-07,-2.33854e-15,-8.98751e-08,6.9941e-15
39.3364,34.2094,-0.496751,5,3.42899e-07,-2.06862e-15,-2.76437e-07,-3.3013e-15
39.5143,34.1125,-0.496751,5,3.31907e-07,-2.19603e-15,-4.17381e-07,-1.1443e-14
39.6922,34.0157,-0.496751,5,3.15312e-07,-2.63763e-15,-5.18968e-07,-2.1532e-14
39.8701,33.9188,-0.496751,5,2.94677e-07,-3.46858e-15,-5.87075e-07,-3.05479e-14
40.0481,33.8219,-0.496751,5,2.71334e-07,-4.64747e-15,-6.27132e-07,-1.49067e-14
40.226,33.7251,-0.496751,5,2.46398e-07,-5.22275e-15,-6.44093e-07,-4.23797e-15
40.4039,33.6282,-0.496751,5,2.20788e-07,-5.3863e-15,-6.42415e-07,-9.55782e-15
40.5818,33.5313,-0.496751,5,1.95244e-07,-5.75515e-15,-6.26063e-07,-2.6763e-14
40.7597,33.4345,-0.496751,5,1.70351e-07,-6.78797e-15,-5.98516e-07,-3.94515e-14
40.9376,33.3376,-0.496751,5,1.46553e-07,-8.31046e-15,-5.62788e-07,-2.06266e-14
41.1156,33.2407,-0.496751,5,1.24176e-07,-9.10648e-15,-5.21459e-07,2.69897e-15
41.2935,33.1439,-0.496751,5,1.03442e-07,-9.00232e-15,-4.767e-07,2.03209e-14
41.4714,33.047,-0.496751,5,8.44876e-08,-8.2181e-15,-4.30312e-07,3.25795e-14
41.6493,32.9501,-0.496751,5,6.73777e-08,-6.96081e-15,-3.8376e-07,4.36435e-14
41.8272,32.8532,-0.496751,5,5.21188e-08,-5.27654e-15,-3.38209e-07,6.21865e-14
42.0051,32.7564,-0.496751,5,3.86711e-08,-2.87666e-15,-2.9456e-07,1.21892e-13
42.1831,32.6595,-0.496751,5,2.69589e-08,1.82734e-15,-2.53484e-07,3.56889e-14
42.361,32.5626,-0.496751,5,1.688e-08,3.20463e-15,-2.15454e-07,-4.74977e-15
42.5389,32.4658,-0.496751,5,8.31324e-09,3.02133e-15,-1.80775e-07,-4.13469e-14
42.7168,32.3689,-0.496751,5,1.12535e-09,1.42569e-15,-1.49611e-07,-1.10214e-13
42.8947,32.272,-0.496751,5,-4.82343e-09,-2.82763e-15,-1.22012e-07,-1.10071e-14
43.0727,32.1752,-0.496751,5,-9.67482e-09,-3.25242e-15,-9.79316e-08,8.96982e-14
43.2506,32.0783,-0.496751,5,-1.35687e-08,2.09173e-16,-7.725e-08,2.82981e-14
43.4285,31.9814,-0.496751,5,-1.66403e-08,1.30124e-15,-5.9789e-08,7.03049e-15
43.6064,31.8846,-0.496751,5,-1.90176e-08,1.57256e-15,-4.53264e-08,2.70857e-15
43.7843,31.7877,-0.496751,5,-2.08199e-08,1.67709e-15,-3.36073e-08,7.31672e-15
43.9622,31.6908,-0.496751,5,-2.21561e-08,1.95945e-15,-2.43541e-08,1.4352e-14
44.1402,31.594,-0.496751,5,-2.31245e-08,2.51332e-15,-1.72736e-08,2.20432e-14
44.3181,31.4971,-0.496751,5,-2.38113e-08,3.364e-15,-1.2063e-08,2.67574e-14
44.496,31.4002,-0.496751,5,-2.4291e-08,4.39661e-15,-8.41419e-09,2.80848e-14
44.6739,31.3034,-0.496751,5,-2.46255e-08,5.48044e-15,-6.01626e-09,2.34845e-14
44.8518,31.2065,-0.496751,5,-2.48647e-08,6.38675e-15,-4.55772e-09,1.54107e-14
45.0297,31.1096,-0.496751,5,-2.5046e-08,6.98147e-15,-3.72717e-09,5.2131e-15
45.2077,31.0128,-0.496751,5,-2.51942e-08,7.18265e-15,-3.21367e-09,-2.25123e-15
45.3856,30.9159,-0.496751,5,-2.53219e-08,7.09577e-15,-2.70648e-09,-5.02358e-15
45.5635,30.819,-0.496751,5,-2.54296e-08,6.9019e-15,-1.89474e-09,-9.21004e-15
45.7414,30.7222,-0.496751,5,-2.55049e-08,6.54648e-15,-4.67008e-10,-1.18816e-14
45.9193,30.6253,-0.496751,5,-2.55235e-08,6.08795e-15,1.88891e-09,-1.82852e-14
46.0972,30.5284,-0.496751,5,-2.54484e-08,5.38229e-15,5.4857e-09,-2.47611e-14
46.2752,30.4315,-0.496751,5,-2.52302e-08,4.42672e-15,1.06357e-08,-2.66779e-14
46.4531,30.3347,-0.496751,5,-2.48073e-08,3.39718e-15,1.76491e-08,-2.61291e-14
46.631,30.2378,-0.496751,5,-2.41056e-08,2.38882e-15,2.68312e-08,-2.76538e-14
46.8089,30.1409,-0.496751,5,-2.30387e-08,1.32162e-15,3.8478e-08,-3.09415e-14
46.9868,30.0441,-0.496751,5,-2.15088e-08,1.27536e-16,5.28707e-08,-2.55309e-14
47.1647,29.9472,-0.496751,5,-1.94066e-08,-8.57742e-16,7.02683e-08,6.87692e-15
47.3427,29.8503,-0.496751,5,-1.66126e-08,-5.92351e-16,9.08979e-08,1.13306e-13
47.5206,29.7535,-0.496751,5,-1.29984e-08,3.78031e-15,1.14943e-07,3.92726e-14
47.6985,29.6566,-0.496751,5,-8.42804e-09,5.29589e-15,1.42531e-07,3.74896e-15
47.8764,29.5597,-0.496751,5,-2.7608e-09,5.44057e-15,1.73713e-07,-1.3579e-14
48.0543,29.4629,-0.496751,5,4.14629e-09,4.91654e-15,2.08449e-07,-2.25008e-14
48.2322,29.366,-0.496751,5,1.24345e-08,4.0482e-15,2.46583e-07,-2.67232e-14
48.4102,29.2691,-0.496751,5,2.2239e-08,3.01691e-15,2.87819e-07,-2.58864e-14
48.5881,29.1723,-0.496751,5,3.36832e-08,2.01791e-15,3.31696e-07,-2.64408e-14
48.766,29.0754,-0.496751,5,4.68719e-08,9.97518e-16,3.77553e-07,-3.01237e-14
48.9439,28.9785,-0.496751,5,6.1884e-08,-1.65e-16,4.245e-07,-3.27638e-14
49.1218,28.8817,-0.496751,5,7.87628e-08,-1.42941e-15,4.71385e-07,-3.47272e-14
49.2997,28.7848,-0.496751,5,9.75058e-08,-2.76958e-15,5.16753e-07,-3.06935e-14
49.4777,28.6879,-0.496751,5,1.18053e-07,-3.95409e-15,5.58817e-07,-2.06663e-14
49.6556,28.5911,-0.496751,5,1.40272e-07,-4.75164e-15,5.95415e-07,-2.86264e-15
49.8335,28.4942,-0.496751,5,1.63947e-07,-4.86211e-15,6.23977e-07,1.06997e-14
50.0114,28.3973,-0.496751,5,1.88757e-07,-4.44919e-15,6.41498e-07,-8.96496e-15
50.1893,28.3005,-0.496751,5,2.14264e-07,-4.79517e-15,6.44502e-07,-2.58466e-14
50.3673,28.2036,-0.49675,5,2.3989e-07,-5.79263e-15,6.29029e-07,-3.48422e-14
50.5452,28.1067,-0.49675,5,2.64902e-07,-7.13724e-15,5.90618e-07,-3.89298e-14
50.7231,28.0098,-0.49675,5,2.88385e-07,-8.6396e-15,5.24308e-07,-3.53027e-14
50.901,27.913,-0.49675,5,3.09233e-07,-1.0002e-14,4.24655e-07,-2.73282e-14
51.0789,27.8161,-0.49675,5,3.26118e-07,-1.10566e-14,2.85761e-07,-1.50632e-14
51.2568,27.7192,-0.49675,5,3.3748e-07,-1.16379e-14,1.01332e-07,2.72886e-15
51.4348,27.6224,-0.49675,5,3.41509e-07,-1.15326e-14,-1.35241e-07,2.55307e-14
51.6127,27.5255,-0.49675,5,3.36132e-07,-1.05474e-14,-4.30771e-07,6.42235e-14
51.7906,27.4286,-0.49675,5,3.19003e-07,-8.06887e-15,-7.92123e-07,1.47743e-13
51.9685,27.3318,-0.49675,5,2.87507e-07,-2.36723e-15,-1.22603e-06,7.88839e-14
52.1464,27.2349,-0.49675,5,2.38759e-07,6.77019e-16,-1.73884e-06,4.98978e-14
52.3243,27.138,-0.49675,5,1.6962e-07,2.60265e-15,-2.33626e-06,3.67914e-14
52.5023,27.0412,-0.49675,5,7.67262e-08,4.02249e-15,-3.02299e-06,4.88784e-14
52.6802,26.9443,-0.49675,5,-4.34725e-08,5.90878e-15,-3.8023e-06,4.97165e-14
52.8581,26.8474,-0.49675,5,-1.94658e-07,7.82742e-15,-4.67559e-06,5.24899e-14
53.036,26.7506,-0.49675,5,-3.80566e-07,9.85309e-15,-5.64183e-06,5.12385e-14
53.2139,26.6537,-0.49675,5,-6.04894e-07,1.18305e-14,-6.69695e-06,4.72417e-14
