x,y,theta,v,phi,a,omega,jerk
16.5,50,4.45179,1,0,0,0,6.24124
16.49,49.9626,4.46466,1.00117,0.00191013,0.24436,1.29466,5.88219
16.4804,49.925,4.47756,1.01188,0.0540923,0.474663,1.09606,5.52381
16.4713,49.8869,4.49148,1.03158,0.0982698,0.690934,0.892617,5.16946
16.4625,49.8479,4.50629,1.05971,0.134247,0.893331,0.682402,4.8219
16.4541,49.8077,4.52188,1.09571,0.161752,1.08212,0.46395,4.48322
16.446,49.766,4.53812,1.13905,0.180452,1.25765,0.236245,4.15482
16.4383,49.7225,4.55488,1.18921,0.189974,1.42032,0.000646667,3.83738
16.4311,49.677,4.57199,1.24568,0.19,1.57056,1.60471e-07,3.53083
16.4243,49.6292,4.58925,1.30798,0.19,1.70881,1.47722e-07,3.23509
16.4181,49.5788,4.60668,1.37563,0.19,1.83547,1.42514e-07,2.95008
16.4125,49.5257,4.62428,1.4482,0.19,1.95097,1.35769e-07,2.6757
16.4075,49.4697,4.64208,1.52523,0.19,2.05573,1.28058e-07,2.41185
16.4034,49.4106,4.66007,1.60632,0.19,2.15016,1.19823e-07,2.15842
16.4001,49.3483,4.67827,1.69106,0.19,2.23467,1.11391e-07,1.91531
16.3979,49.2826,4.69669,1.77907,0.19,2.30966,1.02996e-07,1.6824
16.3968,49.2135,4.71533,1.86997,0.19,2.37553,9.47978e-08,1.45955
16.3971,49.1408,4.7342,1.9634,0.19,2.43267,8.69004e-08,1.24664
16.3988,49.0645,4.75329,2.05903,0.19,2.48148,7.93637e-08,1.04354
16.4021,48.9845,4.77262,2.15654,0.19,2.52234,7.22172e-08,0.850092
16.4072,48.9008,4.79217,2.25561,0.19,2.55562,6.54678e-08,0.666157
16.4143,48.8134,4.81196,2.35594,0.19,2.5817,5.91073e-08,0.49158
16.4234,48.7222,4.83197,2.45726,0.19,2.60095,5.31166e-08,0.3262
16.4349,48.6273,4.85222,2.55931,0.19,2.61372,4.74701e-08,0.169855
16.4489,48.5286,4.87268,2.66182,0.19,2.62037,4.21378e-08,0.0223728
16.4655,48.4264,4.89337,2.76456,0.19,2.62125,3.70871e-08,-0.11642
16.4849,48.3206,4.91427,2.86731,0.19,2.61669,3.22841e-08,-0.246704
16.5074,48.2112,4.93538,2.96985,0.19,2.60703,2.76944e-08,-0.368663
16.5331,48.0985,4.95669,3.07199,0.19,2.5926,2.32828e-08,-0.482488
16.5621,47.9825,4.9782,3.17354,0.19,2.57371,1.90144e-08,-0.588373
16.5947,47.8633,4.9999,3.27433,0.19,2.55067,1.48535e-08,-0.686516
16.6309,47.741,5.02177,3.37419,0.19,2.52379,1.0764e-08,-0.777122
16.6711,47.6159,5.04381,3.47297,0.19,2.49336,6.7088e-09,-0.860399
16.7152,47.488,5.06601,3.57055,0.19,2.45968,2.64892e-09,-0.93656
16.7635,47.3576,5.08837,3.66679,0.19,2.42301,-1.45694e-09,-1.00582
16.8161,47.2248,5.11086,3.76157,0.19,2.38363,-5.65351e-09,-1.06841
16.8731,47.0898,5.13348,3.85479,0.19,2.3418,-9.99009e-09,-1.12454
16.9346,46.9528,5.15622,3.94637,0.19,2.29777,-1.45221e-08,-1.17445
17.0007,46.814,5.17906,4.0362,0.19,2.25179,-1.9313e-08,-1.21837
17.0716,46.6736,5.202,4.12422,0.19,2.20408,-2.44366e-08,-1.25655
17.1474,46.5319,5.22502,4.21036,0.19,2.15489,-2.99807e-08,-1.28923
17.228,46.389,5.2481,4.29456,0.19,2.10441,-3.60507e-08,-1.31664
17.3136,46.2452,5.27125,4.37677,0.19,2.05286,-4.2776e-08,-1.33906
17.4042,46.1007,5.29444,4.45696,0.19,2.00043,-5.03171e-08,-1.35672
17.4998,45.9557,5.31766,4.53508,0.19,1.94731,-5.88768e-08,-1.3699
17.6006,45.8104,5.3409,4.61112,0.19,1.89368,-6.8715e-08,-1.37886
17.7064,45.6651,5.36415,4.68504,0.19,1.83969,-8.01706e-08,-1.38386
17.8173,45.5201,5.38739,4.75685,0.19,1.78551,-9.36931e-08,-1.38519
17.9334,45.3754,5.4106,4.82654,0.19,1.73128,-1.0989e-07,-1.38312
18.0545,45.2315,5.43379,4.89409,0.19,1.67713,-1.296e-07,-1.37793
18.1806,45.0883,5.45692,4.95952,0.19,1.62318,-1.45628e-07,-1.36992
18.3118,44.9463,5.48,5.02284,0.19,1.56954,-1.6271e-07,-1.35935
18.448,44.8056,5.50302,5.08406,0.19,1.51632,-1.82374e-07,-1.34651
18.589,44.6663,5.52598,5.14319,0.19,1.4636,-2.05147e-07,-1.33164
18.7349,44.5287,5.54888,5.20025,0.19,1.41146,-2.31685e-07,-1.31497
18.8856,44.393,5.57173,5.25528,0.19,1.35998,-2.62819e-07,-1.29675
19.041,44.2594,5.59453,5.30829,0.19,1.30921,-2.99608e-07,-1.27718
19.201,44.1281,5.61729,5.35932,0.19,1.2592,-3.43418e-07,-1.25647
19.3655,43.9991,5.63999,5.40839,0.19,1.21001,-3.96032e-07,-1.23481
19.5344,43.8729,5.66266,5.45554,0.19,1.16166,-4.598e-07,-1.21237
19.7076,43.7494,5.68528,5.5008,0.19,1.1142,-5.37873e-07,-1.18933
19.8851,43.6288,5.70787,5.54421,0.19,1.06763,-6.3453e-07,-1.16584
20.0666,43.5114,5.73043,5.58579,0.19,1.02198,-7.55685e-07,-1.14203
20.2522,43.3972,5.75295,5.6256,0.19,0.977271,-9.09661e-07,-1.11805
20.4416,43.2865,5.77545,5.66366,0.19,0.933497,-1.10842e-06,-1.09399
20.6348,43.1793,5.79793,5.70001,0.19,0.890664,-1.36974e-06,-1.06998
20.8316,43.0759,5.82039,5.73468,0.19,0.848772,-2.92863e-06,-1.04609
21.0319,42.9762,5.84283,5.76773,0.189999,0.807815,-0.00643828,-1.02242
21.2355,42.8806,5.86527,5.79918,0.18974,0.767785,-0.0672405,-0.99902
21.4424,42.789,5.88766,5.82906,0.18703,0.728671,-0.117989,-0.975964
21.6523,42.7017,5.90974,5.85742,0.182274,0.690459,-0.159389,-0.953304
21.8652,42.6186,5.93125,5.88429,0.17585,0.653135,-0.192284,-0.931083
22.0808,42.5397,5.95201,5.90971,0.1681,0.616681,-0.217525,-0.909331
22.2989,42.465,5.97185,5.9337,0.159332,0.581078,-0.235947,-0.888065
22.5194,42.3944,5.99065,5.95631,0.149822,0.546308,-0.248358,-0.867291
22.742,42.3276,6.00833,5.97756,0.139812,0.512351,-0.255525,-0.847002
22.9665,42.2646,6.02482,5.99749,0.129513,0.479189,-0.258171,-0.827185
23.1928,42.2051,6.04009,6.01612,0.119107,0.446803,-0.256968,-0.807817
23.4207,42.1489,6.05413,6.03349,0.10875,0.415175,-0.252535,-0.788872
23.6501,42.0957,6.06693,6.04963,0.0985714,0.384288,-0.245438,-0.77032
23.8807,42.0454,6.07853,6.06457,0.0886789,0.354128,-0.236191,-0.752126
24.1125,41.9976,6.08895,6.07833,0.0791591,0.324681,-0.225255,-0.734259
24.3452,41.9521,6.09824,6.09094,0.07008,0.295933,-0.213043,-0.716684
24.5789,41.9087,6.10646,6.10243,0.0614932,0.267873,-0.19992,-0.69937
24.8134,41.8671,6.11365,6.11283,0.0534353,0.240491,-0.186206,-0.682287
25.0485,41.8271,6.11988,6.12216,0.0459302,0.213777,-0.172178,-0.665408
25.2843,41.7886,6.12522,6.13044,0.0389904,0.187725,-0.158077,-0.648708
25.5206,41.7512,6.12974,6.13772,0.032619,0.162326,-0.144105,-0.632165
25.7573,41.7149,6.13349,6.144,0.0268107,0.137576,-0.130431,-0.61576
25.9945,41.6794,6.13656,6.14931,0.0215536,0.113467,-0.117194,-0.599478
26.2319,41.6447,6.13901,6.15369,0.0168301,0.0899959,-0.104504,-0.583305
26.4696,41.6105,6.14089,6.15714,0.012618,0.067158,-0.0924481,-0.567231
26.7075,41.5767,6.14228,6.15971,0.00889178,0.0449495,-0.0810899,-0.551247
26.9455,41.5432,6.14323,6.16141,0.0056234,0.0233668,-0.0704735,-0.535349
27.1836,41.51,6.14379,6.16227,0.00278292,0.00240653,-0.0606256,-0.519531
27.4218,41.4768,6.14402,6.16232,0.000339369,-0.0179344,-0.0515582,-0.503791
27.66,41.4438,6.14397,6.16156,-0.00173872,-0.0376591,-0.0432705,-0.488129
27.8982,41.4107,6.14367,6.16004,-0.00348276,-0.0567706,-0.035751,-0.472545
28.1363,41.3776,6.14317,6.15778,-0.00492373,-0.0752719,-0.0289792,-0.45704
28.3742,41.3443,6.14251,6.15479,-0.00609176,-0.0931662,-0.0229274,-0.441616
28.6121,41.3109,6.14171,6.1511,-0.00701586,-0.110457,-0.0175625,-0.426276
28.8498,41.2774,6.14081,6.14674,-0.00772373,-0.127146,-0.0128468,-0.411023
29.0872,41.2436,6.13983,6.14173,-0.00824153,-0.143239,-0.00873983,-0.395861
29.3245,41.2097,6.1388,6.13609,-0.0085938,-0.158738,-0.00519892,-0.380794
29.5615,41.1755,6.13773,6.12985,-0.00880334,-0.173647,-0.00218045,-0.365825
29.7982,41.1411,6.13665,6.12302,-0.00889123,-0.18797,0.000359462,-0.350958
30.0346,41.1065,6.13556,6.11564,-0.00887674,-0.201711,0.00246433,-0.336199
30.2707,41.0717,6.13448,6.10772,-0.00877741,-0.214874,0.00417668,-0.32155
30.5065,41.0367,6.13341,6.09928,-0.00860907,-0.227463,0.00553765,-0.307015
30.7419,41.0015,6.13237,6.09036,-0.00838587,-0.239484,0.0065866,-0.292599
30.9769,40.9661,6.13137,6.08096,-0.00812039,-0.25094,0.00736083,-0.278305
31.2115,40.9305,6.13039,6.07112,-0.00782371,-0.261836,0.00789544,-0.264136
31.4457,40.8947,6.12946,6.06086,-0.00750548,-0.272178,0.00822313,-0.250096
31.6795,40.8588,6.12857,6.05019,-0.00717404,-0.28197,0.00837415,-0.236189
31.9128,40.8227,6.12772,6.03914,-0.00683651,-0.291217,0.00837629,-0.222417
32.1457,40.7865,6.12692,6.02773,-0.0064989,-0.299925,0.00825486,-0.208783
32.378,40.7502,6.12615,6.01598,-0.00616618,-0.308099,0.00803276,-0.195289
32.61,40.7138,6.12543,6.00392,-0.00584242,-0.315746,0.00773054,-0.181939
32.8414,40.6773,6.12475,5.99155,-0.00553083,-0.322869,0.0073665,-0.168735
33.0723,40.6407,6.12411,5.97891,-0.00523392,-0.329475,0.0069568,-0.155679
33.3027,40.604,6.1235,5.96601,-0.00495353,-0.335571,0.00651558,-0.142772
33.5326,40.5673,6.12293,5.95287,-0.00469091,-0.34116,0.0060551,-0.130018
33.762,40.5305,6.12239,5.93951,-0.00444686,-0.346251,0.00558589,-0.117418
33.9908,40.4937,6.12188,5.92596,-0.00422171,-0.350848,0.00511686,-0.104974
34.2191,40.4568,6.1214,5.91223,-0.00401547,-0.354958,0.00465544,-0.0926867
34.4468,40.42,6.12094,5.89834,-0.00382783,-0.358587,0.00420777,-0.0805588
34.674,40.3831,6.1205,5.8843,-0.00365824,-0.361741,0.00377876,-0.0685913
34.9007,40.3462,6.12009,5.87015,-0.00350593,-0.364427,0.00337226,-0.0567858
35.1267,40.3093,6.11969,5.85589,-0.00337001,-0.36665,0.00299119,-0.0451437
35.3522,40.2724,6.11931,5.84154,-0.00324945,-0.368418,0.00263763,-0.0336662
35.5772,40.2355,6.11894,5.82712,-0.00314314,-0.369736,0.00231293,-0.0223547
35.8016,40.1986,6.11859,5.81266,-0.00304991,-0.370611,0.00201783,-0.0112104
36.0254,40.1617,6.11825,5.79816,-0.00296858,-0.37105,0.00175253,-0.000234381
36.2486,40.1248,6.11792,5.78364,-0.00289795,-0.371059,0.00151679,0.0105721
36.4713,40.088,6.11759,5.76913,-0.00283681,-0.370645,0.00130999,0.0212079
36.6934,40.0512,6.11727,5.75463,-0.00278401,-0.369815,0.00113122,0.031672
36.9149,40.0144,6.11696,5.74016,-0.00273842,-0.368575,0.000979335,0.0419633
37.1358,39.9776,6.11666,5.72574,-0.00269894,-0.366932,0.00085298,0.0520807
37.3562,39.9409,6.11636,5.71139,-0.00266456,-0.364893,0.000750681,0.0620232
37.576,39.9041,6.11606,5.69712,-0.00263431,-0.362464,0.000670866,0.0717897
37.7953,39.8675,6.11577,5.68294,-0.00260727,-0.359653,0.000611901,0.0813792
38.014,39.8308,6.11548,5.66888,-0.00258261,-0.356467,0.000572126,0.0907908
38.2322,39.7942,6.1152,5.65493,-0.00255955,-0.352913,0.000549877,0.100023
38.4498,39.7576,6.11491,5.64113,-0.00253738,-0.348996,0.000543513,0.109076
38.6668,39.721,6.11464,5.62748,-0.00251548,-0.344726,0.000551428,0.117948
38.8834,39.6844,6.11436,5.614,-0.00249325,-0.340108,0.000572069,0.126638
39.0994,39.6479,6.11409,5.6007,-0.00247019,-0.33515,0.000603949,0.135145
39.3149,39.6114,6.11382,5.58759,-0.00244585,-0.329858,0.000645651,0.143468
39.5298,39.575,6.11355,5.57469,-0.00241983,-0.324241,0.000695838,0.151606
39.7443,39.5385,6.11328,5.56201,-0.00239178,-0.318306,0.000753256,0.159559
39.9582,39.5021,6.11302,5.54957,-0.00236142,-0.312058,0.000816735,0.167326
40.1717,39.4657,6.11277,5.53736,-0.0023285,-0.305507,0.000885192,0.174905
40.3847,39.4294,6.11252,5.52541,-0.00229282,-0.298659,0.000957628,0.182295
40.5972,39.393,6.11227,5.51374,-0.00225422,-0.291522,0.00103313,0.189497
40.8093,39.3567,6.11202,5.50234,-0.00221258,-0.284103,0.00111086,0.196508
41.0209,39.3205,6.11179,5.49123,-0.00216781,-0.276409,0.00119008,0.203329
41.2321,39.2842,6.11155,5.48042,-0.00211984,-0.268448,0.00127009,0.209957
41.4429,39.248,6.11132,5.46992,-0.00206865,-0.260228,0.0013503,0.216394
41.6532,39.2118,6.1111,5.45974,-0.00201423,-0.251755,0.00143015,0.222637
41.8632,39.1756,6.11089,5.4499,-0.00195658,-0.243038,0.00150918,0.228686
42.0727,39.1394,6.11068,5.44039,-0.00189575,-0.234085,0.00158696,0.234541
42.2819,39.1032,6.11048,5.43124,-0.00183179,-0.224902,0.00166312,0.2402
42.4908,39.0671,6.11028,5.42244,-0.00176476,-0.215498,0.00173734,0.245662
42.6993,39.031,6.11009,5.41402,-0.00169473,-0.205879,0.00180936,0.250929
42.9074,38.9949,6.10991,5.40596,-0.00162181,-0.196055,0.00187893,0.255997
43.1153,38.9588,6.10974,5.3983,-0.00154607,-0.186032,0.00194587,0.260868
43.3228,38.9228,6.10958,5.39102,-0.00146765,-0.175818,0.00201,0.26554
43.53,38.8867,6.10942,5.38414,-0.00138663,-0.165422,0.00207119,0.270013
43.737,38.8507,6.10928,5.37767,-0.00130315,-0.15485,0.00212933,0.274286
43.9438,38.8147,6.10914,5.37162,-0.00121733,-0.144111,0.00218435,0.27836
44.1502,38.7786,6.10901,5.36598,-0.00112928,-0.133212,0.00223616,0.282232
44.3565,38.7426,6.10889,5.36077,-0.00103915,-0.122162,0.00228473,0.285904
44.5626,38.7067,6.10878,5.35599,-0.000947067,-0.110969,0.00233003,0.289374
44.7685,38.6707,6.10868,5.35165,-0.000853154,-0.0996388,0.00237202,0.292643
44.9742,38.6347,6.10859,5.34775,-0.000757548,-0.0881811,0.00241071,0.29571
45.1797,38.5988,6.10851,5.3443,-0.000660382,-0.0766033,0.0024461,0.298574
45.3851,38.5628,6.10844,5.3413,-0.000561791,-0.0649134,0.00247819,0.301236
45.5904,38.5269,6.10839,5.33876,-0.000461906,-0.0531192,0.00250701,0.303695
45.7956,38.4909,6.10834,5.33668,-0.000360859,-0.0412288,0.00253257,0.305951
46.0008,38.455,6.1083,5.33506,-0.000258782,-0.02925,0.00255491,0.308004
46.2058,38.4191,6.10827,5.33391,-0.000155805,-0.0171909,0.00257405,0.309854
46.4108,38.3831,6.10826,5.33323,-5.20561e-05,-0.00505933,0.00259003,0.311501
46.6158,38.3472,6.10825,5.33303,5.23368e-05,0.00713672,0.0026029,0.312945
46.8208,38.3113,6.10826,5.3333,0.000157248,0.0193893,0.00261269,0.314185
47.0258,38.2753,6.10827,5.33406,0.000262555,0.0316904,0.00261946,0.315222
47.2308,38.2394,6.1083,5.33529,0.000368133,0.0440322,0.00262324,0.316056
47.4359,38.2035,6.10834,5.33701,0.000473865,0.0564065,0.0026241,0.316688
47.641,38.1675,6.10839,5.33921,0.000579631,0.0688057,0.0026221,0.317116
47.8462,38.1316,6.10845,5.34189,0.000685316,0.0812216,0.00261728,0.317342
48.0515,38.0956,6.10852,5.34506,0.000790808,0.0936463,0.00260972,0.317366
48.257,38.0597,6.1086,5.34871,0.000895994,0.106072,0.00259949,0.317187
